Fan,Refrigerator,AirConditioner,Television,Monitor,MotorPump,Month,DailyHours,TariffRate,ElectricityBill
3,3,2,0,0,0,7,13.9,12.0,21904.33
9,3,3,0,3,1,8,10.7,21.2,52855.89
4,1,1,2,1,2,1,6.9,21.1,16272.15
8,0,0,4,2,0,1,8.9,23.1,6831.69
7,2,1,1,1,2,12,9.5,21.2,26885.45
2,3,1,1,0,2,12,14.4,11.3,18087.36
0,1,3,4,1,2,2,8.7,20.9,37227.37
2,3,3,3,2,2,2,5.2,11.7,14005.5
3,2,2,0,1,1,10,8.2,24.0,26088.31
1,3,1,3,0,0,4,6.4,22.8,9992.82
0,0,1,1,3,0,3,14.1,23.5,17826.66
6,3,3,4,0,2,1,9.9,5.9,12799.59
7,3,1,1,2,0,9,7.0,24.2,16578.0
6,3,0,0,3,2,8,15.1,5.8,7493.34
4,0,0,1,2,2,8,14.3,17.2,16913.95
0,1,3,4,3,1,3,16.0,9.8,29200.6
6,0,1,4,3,2,4,6.8,8.5,6772.0
6,1,1,4,3,0,5,10.6,20.5,18990.29
8,0,0,0,2,1,10,6.3,12.2,3467.74
2,0,3,1,3,1,1,6.7,20.0,24616.88
8,3,0,0,1,2,12,14.5,17.4,20084.26
0,0,1,0,3,2,12,10.8,19.0,19563.38
0,1,3,1,3,2,1,9.7,17.9,32883.28
3,1,1,3,3,2,6,14.9,21.9,41721.46
8,1,3,1,0,0,4,5.9,16.3,15762.79
5,1,0,0,0,0,3,16.5,8.8,2256.75
10,0,0,2,0,0,7,11.4,22.7,8847.09
2,3,3,3,1,2,12,5.8,24.2,28917.5
0,2,3,3,2,0,11,8.0,9.6,11668.62
3,1,0,2,3,1,9,17.3,24.9,21293.14
8,0,0,3,1,1,7,16.7,16.6,16351.84
2,3,1,1,3,1,5,9.4,15.0,14997.16
8,0,3,2,0,1,3,7.6,7.6,10878.88
6,1,3,2,2,0,1,13.5,16.8,38259.23
3,1,3,2,2,2,6,6.4,7.7,12071.33
2,3,0,1,2,1,6,9.4,12.1,5955.78
9,0,0,3,1,2,8,15.2,23.0,28381.31
4,1,0,3,3,0,4,5.8,6.3,1000.52
4,1,2,4,1,1,2,5.5,17.1,12958.47
2,2,2,1,1,0,10,10.5,11.1,13261.47
8,2,0,3,3,0,7,15.9,14.0,10093.78
3,1,3,4,1,0,3,12.4,13.4,27156.96
10,2,3,4,3,2,8,10.2,17.8,44345.81
4,2,3,0,1,1,9,13.8,21.1,58518.01
3,1,1,1,0,0,1,12.7,13.3,9912.61
4,0,0,4,0,1,12,11.5,18.2,8772.36
6,0,3,2,0,1,8,6.1,20.8,27148.13
8,0,3,2,2,0,8,5.3,6.7,6945.57
6,3,0,0,0,2,4,6.5,12.2,5631.82
4,0,0,4,1,1,6,14.5,8.6,6379.8
9,3,0,2,2,0,3,16.9,19.8,14588.43
9,3,2,4,0,1,6,17.1,19.7,62042.69
6,2,0,2,2,0,1,15.5,8.8,4433.53
9,3,0,1,0,2,12,8.9,12.2,8563.97
4,3,2,3,0,0,1,15.8,17.3,33450.24
2,3,0,2,2,2,7,4.8,23.3,8709.22
6,3,3,1,0,1,5,13.0,6.6,18007.62
10,2,3,3,2,1,4,12.7,19.0,43037.76
10,1,3,0,3,0,2,17.3,10.2,31493.78
1,3,3,3,2,1,2,14.8,5.9,16357.79
8,1,3,1,1,0,5,16.7,14.4,41397.02
9,0,1,2,3,1,10,16.5,15.0,22137.77
9,0,2,0,2,0,8,16.2,24.2,46656.14
0,1,0,4,3,2,3,11.5,7.4,5646.24
5,1,3,0,2,0,1,11.2,8.2,15288.9
6,0,3,3,1,0,2,14.3,9.3,22306.43
7,2,3,1,0,2,5,11.3,6.4,16693.65
9,2,1,0,2,0,7,15.6,9.5,12347.96
8,3,0,0,1,2,11,7.1,20.6,11346.14
1,2,0,2,2,0,10,14.5,9.9,2828.37
10,2,3,3,1,0,3,10.7,7.1,13675.41
9,3,1,2,3,0,8,11.1,16.6,20140.97
1,3,1,2,3,0,3,15.2,7.3,8052.68
4,2,3,3,0,1,11,4.1,22.7,18747.83
4,1,3,0,1,0,9,15.5,11.0,31863.52
5,3,1,1,0,0,9,5.8,14.1,6286.99
2,1,0,1,3,2,6,7.5,22.8,11262.29
7,0,1,3,1,1,10,9.1,16.6,14970.14
0,3,1,3,2,1,5,10.2,20.9,21396.33
5,1,0,1,1,0,12,11.4,16.4,3541.09
3,3,0,1,0,2,9,8.5,9.3,6352.77
0,3,0,4,2,1,4,13.8,9.7,6861.44
6,3,0,3,3,2,1,8.4,23.2,16023.07
8,3,2,2,2,2,9,10.4,14.9,30606.02
3,1,0,0,0,0,11,13.6,5.3,792.9
3,1,1,0,1,2,4,13.1,14.9,19832.95
5,1,1,4,2,0,4,10.0,21.9,17544.43
2,0,0,3,3,2,1,14.4,24.3,22634.02
5,3,1,0,1,1,3,16.9,12.8,18838.88
6,3,1,0,2,0,12,17.3,22.5,30006.78
10,1,2,0,0,2,10,17.9,8.0,25239.2
9,1,2,1,2,2,9,14.6,13.1,35569.26
9,3,3,4,0,1,5,8.7,11.6,22679.18
2,3,3,2,3,2,4,9.8,13.6,27173.7
6,0,0,1,1,0,9,13.0,14.4,4041.31
2,3,2,3,2,1,3,16.0,21.1,51871.15
1,1,3,4,3,1,11,6.5,22.4,26066.13
9,0,1,1,3,2,9,4.8,14.9,9408.13
3,2,3,1,2,2,8,6.2,17.4,24226.37
7,2,0,4,0,0,11,7.9,14.7,4559.31
8,3,3,3,1,0,2,14.1,24.1,58832.42
6,1,0,4,2,2,3,14.5,16.8,18306.35
0,3,3,4,2,2,11,4.3,16.7,16173.28
2,1,3,3,0,0,10,17.0,17.1,45886.62
8,1,1,1,2,1,8,9.5,21.5,22008.33
0,1,1,3,1,0,8,14.5,23.0,22700.81
8,2,1,2,3,1,10,15.4,8.6,14406.22
7,3,1,3,2,2,1,15.2,13.9,28262.48
0,3,2,2,0,1,9,9.8,21.4,31926.75
5,2,3,4,1,1,10,10.0,13.3,27453.0
4,1,1,0,0,1,1,6.2,5.8,2971.64
5,0,0,4,2,1,1,13.4,19.8,13464.58
9,0,2,2,1,1,7,11.4,14.7,25821.8
4,2,0,3,2,2,10,15.8,5.8,7021.88
5,0,1,2,3,2,12,16.9,22.6,44194.29
4,1,3,0,2,0,8,14.2,16.7,42145.76
10,1,3,4,1,1,5,15.6,23.9,82309.51
4,3,3,2,1,0,11,14.0,14.5,31668.55
3,1,1,1,0,2,6,5.1,8.1,4935.76
2,1,0,4,3,0,10,16.1,10.1,4209.23
2,1,3,4,0,0,6,7.1,23.8,30424.36
3,0,0,2,0,2,8,6.6,21.5,9536.72
8,0,1,2,1,0,10,11.4,6.7,5662.18
1,2,3,0,1,2,4,10.6,10.7,21344.41
8,2,2,1,0,1,9,11.3,18.6,34563.23
0,0,1,2,1,1,2,16.0,16.8,19280.23
0,3,2,0,0,1,11,8.6,18.5,21679.62
4,3,1,2,2,1,9,8.2,21.9,19358.81
5,0,2,4,3,2,12,14.8,9.7,24946.9
5,2,1,4,2,1,11,7.8,6.2,4912.48
2,3,0,4,2,2,9,6.0,16.8,8650.74
6,1,0,4,3,2,4,14.8,19.5,21891.85
8,3,3,3,1,1,3,12.7,21.4,55350.52
10,3,3,4,0,0,5,17.6,8.9,35627.18
9,3,3,1,2,2,8,17.6,22.1,104951.57
7,2,1,4,3,1,4,6.3,10.1,7074.33
5,2,3,3,2,2,5,5.3,24.0,33773.27
7,0,1,2,3,2,11,8.9,22.6,22575.42
4,3,2,2,2,2,11,12.3,14.6,31037.71
7,2,2,3,1,1,7,15.0,12.5,32567.54
9,2,1,4,1,0,9,13.1,11.9,16765.38
3,0,2,0,2,2,1,5.8,8.2,6867.84
9,1,0,1,3,0,8,14.5,5.7,2706.16
7,1,0,4,3,2,4,9.4,20.5,16740.57
9,3,1,3,2,0,12,5.0,16.8,7889.93
1,1,0,4,3,0,9,13.5,21.6,7271.86
4,0,2,3,3,0,4,6.8,15.2,11197.05
8,2,3,4,0,1,9,8.7,14.8,28573.48
3,1,3,0,3,1,11,17.1,24.0,71280.63
10,3,1,0,1,0,9,6.0,7.6,4379.58
5,3,0,1,0,2,2,6.0,12.6,5488.64
0,2,3,1,3,0,7,10.2,13.9,26161.53
8,3,3,3,3,0,11,7.8,24.0,33175.35
0,0,3,0,2,1,1,13.5,15.1,37200.4
4,1,1,1,1,2,7,11.4,24.2,32065.07
3,3,0,3,0,0,9,17.4,9.0,5255.28
2,1,0,1,3,1,12,13.0,15.1,7764.44
5,2,3,0,0,0,5,14.4,23.9,63108.79
1,1,0,4,1,0,11,6.6,23.3,2889.56
2,0,0,2,2,1,3,8.7,11.8,3686.01
4,2,3,0,1,2,1,5.3,15.6,14793.66
8,3,1,1,1,0,12,5.9,18.7,8624.96
1,2,3,2,3,1,9,4.1,20.5,17504.0
9,1,0,0,1,0,1,4.6,8.1,876.36
7,1,0,1,3,2,2,9.8,9.9,6328.02
1,1,0,0,1,0,4,8.4,23.6,1557.06
10,1,1,3,1,1,5,6.0,24.3,17041.26
4,2,0,1,0,2,8,11.4,8.0,7060.66
6,2,0,2,0,0,5,12.7,19.5,7538.04
7,1,0,0,3,0,9,14.3,18.5,7543.47
0,3,1,1,2,1,4,14.5,16.5,20325.34
5,2,3,4,1,2,8,10.1,18.5,48170.79
0,0,0,1,3,1,12,8.8,23.2,6187.09
1,2,0,0,3,0,2,13.8,9.6,2153.7
0,0,1,4,2,0,2,16.5,17.9,17953.39
10,3,2,2,1,2,4,14.0,21.7,56780.06
4,0,1,4,0,0,8,17.6,14.3,17540.65
9,0,2,0,0,2,7,8.2,16.3,23709.08
8,3,2,4,2,1,11,13.4,12.9,28034.34
5,1,2,0,3,1,12,14.8,8.8,18762.16
10,2,2,4,0,2,2,8.0,16.2,22482.29
10,3,2,3,3,0,9,5.0,9.7,8375.98
0,0,1,2,2,1,8,15.4,17.8,24716.96
0,1,0,2,3,0,9,12.6,21.6,4573.25
1,2,1,2,0,2,5,12.9,13.3,22228.73
8,3,3,3,0,0,7,10.1,9.7,20522.24
2,2,1,2,3,1,3,12.0,5.0,5741.0
0,1,0,4,2,1,1,9.7,14.9,5793.6
4,2,0,1,2,1,4,4.5,10.0,2047.34
6,1,3,3,3,1,7,17.4,11.2,42566.27
5,3,3,3,0,0,3,9.4,22.0,37042.74
0,1,1,0,3,1,11,9.6,6.3,4988.38
4,3,1,3,1,1,7,4.8,11.3,6535.4
4,1,3,2,3,0,1,11.8,20.1,38862.24
5,2,3,3,3,0,12,11.1,12.6,24072.17
2,1,1,3,1,2,6,13.9,18.9,34261.13
4,1,3,4,0,2,4,7.0,5.5,7892.34
6,2,3,4,2,1,5,7.9,22.7,40390.37
4,0,1,3,0,2,10,6.4,6.9,4451.11
4,1,0,2,3,2,4,11.1,8.9,6740.35
4,3,3,4,1,0,11,7.1,5.7,7020.1
9,1,2,1,0,1,9,12.8,12.1,24843.48
9,0,3,4,3,0,8,8.9,23.8,40067.59
2,3,1,0,3,0,9,6.8,16.3,8490.33
0,2,2,0,1,2,12,8.5,24.1,29140.51
4,2,2,3,2,2,11,9.8,15.1,26563.59
8,2,3,3,2,1,3,15.4,6.6,19810.63
0,3,1,2,3,2,6,10.9,21.1,31302.28
2,1,1,1,3,2,2,9.4,13.5,14296.48
3,3,3,2,2,2,12,13.9,6.7,20848.95
0,3,0,2,1,2,2,13.5,23.1,22203.74
0,0,2,0,2,1,5,12.4,10.3,15743.28
7,3,1,1,2,0,1,12.4,11.7,11756.21
1,2,1,1,1,1,6,12.6,6.0,8047.37
7,3,3,4,3,2,9,12.1,24.8,85005.15
6,0,3,3,1,1,6,4.5,12.7,12138.32
9,3,0,3,0,1,5,8.0,17.6,9839.87
9,3,3,0,0,1,9,11.5,8.4,20777.39
1,2,1,0,3,0,9,16.3,23.8,27452.41
5,3,2,4,1,2,1,4.3,20.7,15645.65
5,1,1,4,3,1,7,16.2,13.1,23068.51
2,2,1,2,3,2,4,11.4,9.8,11987.83
10,0,3,3,2,2,12,13.8,7.0,21454.86
1,0,0,4,1,0,11,12.5,15.9,3146.92
0,0,2,1,2,0,6,11.1,11.2,13764.36
5,3,3,2,3,1,3,4.9,21.1,18871.17
4,1,2,2,2,0,7,8.1,20.0,20812.35
10,2,3,3,2,2,4,13.3,22.3,67656.81
8,1,2,3,0,2,9,11.9,11.0,27152.17
0,1,1,3,1,0,4,11.3,18.7,13728.17
6,0,1,0,3,1,9,6.7,11.4,7953.79
4,0,3,3,3,1,9,10.9,10.9,22301.97
4,1,3,0,3,1,11,4.1,8.1,6104.48
1,1,1,4,2,2,4,4.0,24.0,10910.86
10,2,3,1,1,2,11,6.6,19.8,28109.18
2,0,2,1,3,2,11,13.5,16.2,30936.31
6,0,2,2,0,1,1,15.5,6.7,13831.1
5,3,3,2,1,2,10,17.0,23.5,84865.22
1,0,2,2,1,1,1,5.7,22.5,15808.17
5,2,2,1,3,2,1,6.6,18.3,17668.19
1,3,1,2,2,1,6,13.6,15.5,23542.54
1,2,0,0,0,2,6,16.0,5.8,6383.89
1,0,2,2,0,1,5,9.5,6.5,8343.66
10,0,3,4,3,2,11,9.9,6.5,14955.6
2,1,0,2,3,1,8,15.7,23.6,16596.81
1,1,2,0,0,2,5,8.3,10.4,15021.22
3,2,0,1,3,1,2,17.0,9.3,6879.4
8,3,0,1,3,2,12,15.7,22.0,27311.75
5,0,0,1,3,1,11,13.1,7.7,4129.74
0,1,1,0,3,1,5,11.5,24.1,24057.33
7,1,0,1,1,1,2,9.6,9.3,4291.47
6,0,1,3,3,0,6,6.3,24.9,12398.04
9,0,3,2,3,1,7,13.2,19.2,51938.58
2,3,3,0,0,0,12,13.8,18.0,40813.3
0,1,0,2,2,1,3,13.4,7.9,3699.91
4,3,1,4,0,1,6,9.6,5.3,5862.66
3,3,2,2,0,2,12,17.2,9.3,25815.16
9,0,3,0,2,0,5,4.9,11.8,10661.3
7,3,2,3,3,1,8,17.3,18.6,52846.84
0,0,0,3,3,2,7,10.6,5.4,4033.0
9,2,1,1,0,0,12,16.7,24.2,30617.74
0,3,2,3,3,0,4,17.0,19.7,38995.96
3,1,1,4,0,1,7,5.6,7.8,4578.92
7,1,3,4,1,2,6,13.7,5.5,19200.81
4,2,3,2,0,2,9,7.9,17.0,35112.3
1,2,1,4,2,0,5,13.3,15.4,17076.25
5,3,3,0,3,2,10,6.5,6.4,9440.93
4,1,3,1,2,1,12,9.8,24.3,40288.19
1,1,3,4,2,1,11,5.3,24.4,20631.15
10,0,2,1,1,0,6,4.4,6.8,4303.91
10,0,3,1,1,0,9,11.9,13.8,34048.76
10,1,1,2,0,2,12,13.8,14.4,27149.23
2,0,3,0,1,1,1,11.7,12.4,24924.94
8,0,1,2,2,0,11,13.7,6.9,7101.55
6,0,1,4,3,2,1,7.9,9.2,8227.55
6,2,2,4,3,1,5,9.4,20.6,33087.87
10,1,1,1,0,1,12,14.9,24.3,39211.13
5,1,2,3,0,0,2,15.0,8.5,15087.72
7,1,1,1,2,2,12,14.5,24.1,43945.12
3,0,1,0,2,0,1,11.9,20.4,12624.67
7,3,2,3,2,1,8,4.7,10.6,8658.86
3,3,2,3,3,1,12,10.3,8.5,13029.26
7,0,1,3,3,2,8,5.7,10.3,7889.09
8,2,1,4,2,1,6,5.4,13.5,8809.08
2,2,0,0,3,2,9,6.6,22.4,10958.72
2,1,1,4,2,1,5,5.6,11.4,6621.3
10,3,2,1,3,0,12,6.4,15.5,13735.02
1,2,1,1,3,1,5,5.4,7.4,4082.33
9,3,0,1,3,0,11,16.8,15.1,10089.75
2,3,1,1,2,0,5,10.1,10.9,9123.23
2,2,3,4,2,1,7,17.8,24.4,91938.07
4,0,0,3,0,0,7,14.3,5.5,1631.39
4,1,2,0,1,1,5,13.2,13.4,24840.03
1,1,3,2,3,1,6,16.1,23.8,79407.13
9,2,2,2,2,0,3,16.1,17.9,37306.87
5,0,1,1,1,0,3,6.0,6.0,2029.67
4,2,0,4,0,0,1,9.7,22.2,5896.17
5,2,2,1,2,0,2,9.4,20.3,21830.26
0,3,1,4,2,1,11,12.8,7.5,9609.53
4,3,2,3,2,2,10,17.5,17.0,50538.57
8,1,3,0,0,1,1,7.2,6.1,8162.32
9,3,1,1,2,2,6,10.6,5.2,8038.64
1,3,0,0,2,0,6,15.7,11.8,4172.47
0,0,1,3,2,0,10,6.3,5.1,1867.43
9,2,2,2,0,0,4,7.0,6.3,5417.01
10,2,1,1,0,1,8,12.8,8.1,13594.06
8,0,2,2,0,0,3,10.0,7.9,8553.44
9,3,0,0,3,1,1,7.2,13.3,5617.88
8,3,2,0,0,0,2,7.8,24.2,23805.35
8,2,3,2,3,0,10,10.6,7.4,12653.96
5,1,2,3,1,0,10,9.0,6.6,6577.63
7,2,0,0,2,0,3,8.7,16.3,4109.54
10,1,3,4,3,1,7,6.4,17.3,24744.47
0,3,0,0,3,2,5,8.0,24.4,13819.95
9,1,1,0,0,1,3,13.0,6.6,8895.31
3,1,0,4,1,2,11,8.1,8.1,4640.39
0,1,3,0,1,1,12,6.5,23.0,26461.19
7,1,2,3,1,2,9,7.3,13.1,16966.06
0,1,1,4,3,0,9,17.5,11.3,15865.61
2,2,0,0,1,2,8,6.0,9.2,3949.31
3,0,2,4,3,2,4,12.1,12.9,25176.3
7,3,0,0,2,2,3,5.9,10.6,4687.3
5,2,2,0,0,0,9,11.4,19.4,27395.97
9,0,0,1,3,2,9,5.3,12.0,5567.59
6,2,1,0,2,0,1,16.0,6.0,7302.42
7,0,1,1,1,2,11,17.9,14.9,29030.66
1,2,1,0,3,1,5,14.5,11.3,15791.63
9,3,2,3,1,1,8,6.7,11.8,14252.61
10,3,1,2,3,2,6,8.1,18.7,22742.35
7,1,1,1,2,2,1,17.8,9.1,18550.64
2,0,1,2,1,0,5,17.9,7.3,7893.69
6,2,2,2,2,1,7,5.8,16.4,15136.43
2,1,1,3,1,1,2,8.7,9.8,7295.37
6,2,3,3,0,2,5,4.8,20.6,22477.2
10,3,1,3,3,2,5,6.7,22.0,25526.55
1,3,0,2,0,2,8,9.8,23.6,17268.93
9,0,2,0,1,0,4,10.4,7.7,9483.3
5,2,1,4,0,2,1,14.5,15.2,29958.9
2,2,1,3,1,2,4,5.5,20.7,13706.14
2,1,1,1,0,2,7,7.4,19.3,17128.49
8,3,0,0,2,0,8,17.2,8.7,6306.73
6,1,0,3,1,2,7,4.2,9.9,3412.2
4,1,0,3,3,0,8,11.0,17.4,5754.9
9,0,1,3,1,0,6,5.9,6.4,3434.0
6,1,2,4,0,2,3,6.7,15.2,17517.31
8,0,2,0,3,1,5,13.1,9.1,17986.65
0,3,0,3,3,1,11,15.6,14.6,11811.84
6,1,1,0,1,2,6,4.1,19.8,10097.67
5,1,2,0,1,0,1,17.7,9.4,17095.22
9,1,1,2,1,1,4,17.9,8.6,15932.53
8,1,3,0,2,1,11,17.9,17.0,57982.73
0,3,0,4,3,2,3,6.2,12.6,6239.29
3,0,0,4,2,1,5,13.8,14.6,10938.84
8,3,3,4,2,2,11,17.0,9.3,35373.6
3,0,1,4,1,2,9,8.9,15.4,17473.86
9,0,2,3,1,2,6,14.0,18.0,51450.37
2,1,2,0,2,0,11,16.6,7.9,13540.82
8,1,3,2,3,1,10,17.4,14.0,48140.82
1,1,0,3,2,2,7,7.4,9.5,5417.6
3,0,1,1,3,2,8,13.4,17.5,31284.39
5,2,3,3,1,0,11,8.7,7.0,9788.27
1,2,3,3,0,2,4,14.0,20.5,55847.29
7,2,0,3,0,2,11,16.3,9.0,11569.27
7,3,2,3,2,1,7,8.4,9.0,13066.95
0,0,1,2,1,2,2,6.8,9.5,6366.51
2,2,1,4,1,1,8,15.5,7.9,12616.91
9,0,0,0,3,0,10,8.3,7.5,1509.91
8,0,1,4,2,2,12,17.0,15.1,31215.22
4,3,1,2,0,2,8,5.7,7.0,4860.21
5,1,1,2,3,2,1,17.4,11.7,24159.21
3,1,1,3,1,1,6,10.8,9.1,9782.3
9,3,0,3,3,1,12,6.5,16.6,7978.26
1,3,1,0,3,1,7,17.9,18.9,33411.21
10,0,2,3,2,1,11,8.2,9.4,10209.42
7,2,0,0,2,1,11,15.3,24.9,20244.29
10,0,1,2,1,1,5,16.9,17.5,33841.73
5,0,3,0,0,0,2,4.2,11.3,6861.14
4,2,0,0,1,1,5,9.9,10.9,5240.29
8,1,2,1,0,2,12,10.0,22.1,35949.55
0,0,1,3,3,1,12,13.9,21.3,24187.37
4,1,1,4,2,1,10,7.1,24.9,16721.54
5,1,3,1,0,2,11,5.5,11.9,12883.01
4,1,3,1,0,2,6,14.5,10.9,38631.24
5,0,0,1,2,2,5,8.6,13.5,8365.66
5,2,0,4,2,0,12,12.8,13.3,6167.53
6,2,0,4,3,2,3,12.7,5.2,5106.39
3,1,3,1,2,1,5,4.9,18.7,16788.91
10,1,0,2,1,0,6,10.4,15.7,6367.37
7,2,0,1,0,2,6,9.0,18.0,13226.34
6,3,1,0,1,0,12,15.3,7.3,8343.9
8,3,0,0,2,0,1,11.5,8.5,3497.87
6,1,0,4,3,2,12,14.1,23.6,26000.32
2,2,3,0,0,2,2,15.7,12.7,37772.54
2,3,0,3,1,0,6,11.1,7.8,2855.83
7,2,2,3,3,2,5,8.0,6.7,11055.41
4,0,3,1,1,0,7,11.9,12.2,26208.86
3,1,1,3,0,1,7,15.5,17.7,25587.53
7,3,0,3,1,0,11,13.9,23.5,12266.8
5,1,1,1,2,2,5,14.9,15.5,29114.41
1,0,1,3,0,0,11,9.2,23.3,11197.18
3,2,0,2,0,1,12,14.2,11.4,6826.81
10,1,2,3,3,0,7,5.7,19.0,15547.78
3,3,2,4,3,2,5,10.3,7.3,15027.27
5,0,1,2,3,1,11,17.6,18.5,25305.45
5,3,0,1,0,1,10,15.4,23.2,18490.11
0,2,1,1,1,2,10,14.9,6.0,9183.88
7,3,3,2,3,2,6,16.2,18.2,72933.73
5,3,1,1,1,1,8,11.5,22.7,27208.08
2,3,3,4,3,1,7,10.9,14.7,34580.4
8,0,0,0,2,0,7,17.3,23.6,9862.08
1,3,2,0,0,0,4,7.0,21.5,15416.94
10,3,1,1,3,1,8,9.4,7.6,8332.43
7,0,1,4,1,1,9,14.0,22.9,39306.48
9,0,1,1,1,2,9,10.1,12.4,15593.97
2,0,1,0,0,2,11,7.2,24.4,16952.89
4,2,1,4,1,2,9,14.6,18.2,39458.68
5,0,0,1,0,1,12,6.6,8.7,2308.18
9,2,2,3,0,2,5,15.6,18.3,57826.48
5,0,3,0,2,0,6,12.4,13.8,30291.16
3,0,0,0,0,1,10,17.4,10.1,4949.58
2,1,3,4,2,0,6,13.6,6.6,16517.62
3,1,0,3,1,2,3,12.7,21.7,18844.55
0,1,0,3,0,2,4,9.2,23.2,13518.17
3,1,3,2,1,1,5,4.5,16.1,15360.93
0,0,2,0,3,2,1,7.1,17.0,17012.8
0,0,0,2,0,1,6,12.7,6.8,2790.53
9,2,3,3,1,1,4,13.5,16.8,44823.83
5,0,2,4,2,2,8,14.4,24.0,59332.54
4,2,1,1,1,1,2,16.3,23.9,33331.86
10,3,1,1,3,0,3,12.4,21.3,21514.38
3,3,3,0,2,1,6,10.4,12.8,26781.51
10,0,0,3,0,0,7,5.9,22.5,4530.31
2,3,1,2,3,2,5,17.6,22.7,50975.9
0,0,1,4,3,1,2,8.1,19.1,12966.04
5,2,3,1,0,0,8,16.6,18.9,55117.99
1,1,3,1,0,2,1,5.8,17.1,20035.13
7,3,1,1,1,1,10,7.7,5.9,4489.88
9,0,0,2,0,1,7,6.0,15.4,5023.52
4,1,3,0,3,2,8,11.1,21.7,55890.62
6,2,3,0,3,0,9,10.5,13.4,23267.01
9,0,0,4,1,2,11,17.1,21.9,31249.43
1,3,2,2,3,0,1,15.1,5.4,10347.04
7,2,3,0,1,2,9,9.9,10.5,26339.74
1,0,1,3,3,1,1,10.2,17.8,15229.78
3,3,0,2,2,0,8,5.3,8.2,1565.36
0,2,1,1,2,0,12,8.3,12.3,5958.01
4,2,0,1,3,1,3,9.9,5.9,2800.64
8,1,2,2,1,2,6,11.0,14.6,30054.3
0,1,3,2,2,2,9,5.4,12.3,14347.82
8,1,2,2,3,2,2,8.8,9.9,15353.33
10,0,3,1,1,1,6,15.7,13.8,46259.86
7,2,0,4,1,1,5,14.8,22.2,22064.45
5,1,1,0,2,0,6,17.4,5.8,7463.88
6,3,2,2,1,1,4,7.3,22.5,24912.09
2,0,0,0,1,1,3,5.5,5.4,820.49
0,1,2,3,2,0,7,14.1,15.7,27063.87
4,0,0,0,1,0,6,6.5,14.0,1068.01
1,2,2,0,1,1,5,11.6,21.1,35987.31
4,3,0,3,0,2,3,10.2,23.9,16203.44
7,2,2,3,3,2,11,5.9,14.9,15589.76
10,3,2,2,0,2,8,6.6,14.5,19860.53
8,2,0,3,1,1,9,12.4,24.2,20932.9
1,0,2,3,2,1,6,16.3,17.1,42867.46
2,2,0,1,0,0,11,8.3,19.5,2432.95
2,3,2,0,1,2,12,15.1,18.8,46112.97
0,0,3,4,3,1,4,4.9,13.1,10836.62
7,0,3,0,1,1,3,8.9,15.4,24642.6
5,3,2,4,1,2,4,7.2,21.6,27128.3
7,3,0,3,3,1,2,14.0,5.9,5083.11
10,0,3,1,1,1,4,6.7,13.3,15932.01
8,3,2,0,3,0,3,6.3,8.9,6480.73
4,2,2,0,1,1,2,12.5,15.6,26983.67
2,2,0,4,1,1,12,12.8,12.4,7699.45
4,2,1,2,0,0,6,8.7,24.8,16570.43
4,0,0,0,1,2,8,7.4,7.7,3754.1
4,2,1,3,3,0,5,12.4,21.2,21282.4
2,0,2,4,2,0,8,18.0,19.9,45055.17
10,3,1,0,1,0,6,5.6,8.8,4329.45
9,2,1,2,0,0,9,16.6,17.9,25413.6
3,0,0,0,2,2,10,4.2,13.6,2817.06
8,1,1,4,0,1,5,13.9,11.9,20035.95
9,2,1,2,0,1,12,5.5,12.3,6115.31
8,2,2,1,2,2,3,13.5,12.0,27327.4
1,0,3,0,2,1,2,12.7,16.1,31500.15
7,0,0,2,2,2,3,9.4,21.1,12825.3
7,3,0,3,0,0,12,14.1,24.5,14067.81
6,0,3,4,3,1,4,15.0,20.3,58641.25
7,3,3,2,0,0,12,15.1,21.7,59481.78
2,1,3,4,1,0,11,7.8,17.8,23404.62
5,3,1,1,1,2,3,12.8,6.1,9971.82
0,2,2,4,0,1,10,9.3,23.4,29724.56
6,0,0,1,3,1,7,9.5,7.0,3233.1
0,1,2,0,2,0,2,17.1,23.3,36571.95
8,1,1,0,0,1,7,15.9,13.2,21515.81
0,0,3,0,1,2,5,14.9,16.6,51253.64
0,2,1,3,1,0,12,10.1,17.6,11102.5
6,0,3,0,1,1,12,12.3,18.7,39981.18
1,0,0,3,2,0,7,15.3,24.5,6278.32
4,0,1,3,3,2,1,16.8,19.3,33024.6
7,3,2,1,1,2,6,14.4,18.7,54096.83
7,1,2,0,1,2,4,9.7,8.7,13631.75
2,1,1,3,1,1,10,10.3,18.2,16882.71
6,2,1,4,1,0,6,12.1,16.6,18508.97
2,1,2,1,3,2,1,8.4,21.3,26679.19
5,0,1,0,3,0,10,10.9,17.9,11817.44
5,1,1,3,3,1,5,11.3,20.2,25277.77
2,2,1,3,2,2,10,14.8,21.1,34879.68
6,3,3,1,0,2,1,11.8,20.7,51043.61
2,3,2,1,0,1,11,12.8,6.1,9635.75
7,0,1,1,0,2,10,14.5,11.4,18450.57
9,0,2,0,0,2,12,5.7,5.2,4651.28
3,1,0,3,0,2,8,4.1,11.6,3717.57
0,1,1,4,3,2,8,4.1,16.0,8397.13
3,2,3,4,3,1,6,16.1,16.1,54856.68
6,0,3,4,1,0,8,16.1,23.7,68559.46
10,2,1,1,3,0,8,14.1,16.7,23359.36
